날짜,원/미국달러(매매기준율),원/일본엔(100엔)
"1980/01/04","484.00","202.09"
"1980/01/05","484.00","203.83"
"1980/01/07","484.00","203.83"
"1980/01/08","484.00","206.93"
"1980/01/09","484.00","206.97"
"1980/01/10","484.00","205.00"
"1980/01/11","484.00","205.96"
"1980/01/12","580.00","245.95"
"1980/01/14","580.00","245.95"
"1980/01/15","580.00","245.09"
"1980/01/16","580.00","241.67"
"1980/01/17","580.00","242.88"
"1980/01/18","580.00","243.01"
"1980/01/19","580.00","242.22"
"1980/01/21","580.00","242.22"
"1980/01/22","580.00","241.49"
"1980/01/23","580.00","241.31"
"1980/01/24","580.00","243.52"
"1980/01/25","580.00","243.34"
"1980/01/26","580.00","242.37"
"1980/01/28","580.00","242.37"
"1980/01/29","580.00","241.47"
"1980/01/30","580.00","242.27"
"1980/01/31","580.00","242.32"
"1980/02/01","580.00","242.86"
"1980/02/02","580.00","241.36"
"1980/02/04","580.00","241.36"
"1980/02/05","580.00","241.04"
"1980/02/06","580.00","241.79"
"1980/02/07","580.00","241.31"
"1980/02/08","580.00","241.57"
"1980/02/09","580.00","240.84"
"1980/02/11","580.00","240.84"
"1980/02/12","580.00","240.27"
"1980/02/13","580.00","240.47"
"1980/02/14","580.00","239.77"
"1980/02/15","580.00","239.20"
"1980/02/16","580.00","238.61"
"1980/02/18","580.00","238.61"
"1980/02/19","580.00","237.92"
"1980/02/20","580.00","236.64"
"1980/02/21","580.00","235.34"
"1980/02/22","580.00","235.77"
"1980/02/23","580.00","235.41"
"1980/02/25","580.00","235.41"
"1980/02/26","580.00","233.92"
"1980/02/27","580.50","234.14"
"1980/02/28","580.90","234.04"
"1980/02/29","580.70","233.91"
"1980/03/03","581.20","234.11"
"1980/03/04","580.70","234.10"
"1980/03/05","580.50","235.85"
"1980/03/06","581.00","234.86"
"1980/03/07","581.50","234.42"
"1980/03/08","582.00","234.67"
"1980/03/11","582.50","235.18"
"1980/03/12","582.90","235.61"
"1980/03/13","582.60","235.48"
"1980/03/14","583.10","234.83"
"1980/03/15","583.60","234.25"
"1980/03/17","583.60","234.25"
"1980/03/18","584.10","235.16"
"1980/03/19","584.60","234.82"
"1980/03/20","584.30","235.17"
"1980/03/21","584.00","234.77"
"1980/03/22","584.50","234.88"
"1980/03/24","584.50","234.88"
"1980/03/25","585.00","234.79"
"1980/03/26","585.00","235.01"
"1980/03/27","585.00","234.89"
"1980/03/28","585.70","234.34"
"1980/03/29","586.10","235.14"
"1980/03/31","586.10","235.14"
"1980/04/01","586.80","234.81"
"1980/04/02","587.50","229.78"
"1980/04/03","588.20","228.78"
"1980/04/04","588.20","228.31"
"1980/04/07","588.90","228.58"
"1980/04/08","589.90","225.95"
"1980/04/09","589.70","228.41"
"1980/04/10","589.00","234.19"
"1980/04/11","588.60","237.33"
"1980/04/12","589.60","233.83"
"1980/04/14","589.60","233.83"
"1980/04/15","589.60","233.35"
"1980/04/16","590.60","233.91"
"1980/04/17","590.30","238.13"
"1980/04/18","590.10","237.61"
"1980/04/19","591.10","236.44"
"1980/04/21","591.10","236.44"
"1980/04/22","591.10","236.66"
"1980/04/23","591.10","236.82"
"1980/04/24","590.60","243.20"
"1980/04/25","590.50","240.88"
"1980/04/26","591.00","240.35"
"1980/04/28","591.00","240.35"
"1980/04/29","590.60","245.27"
"1980/04/30","590.50","246.56"
"1980/05/01","591.50","246.67"
"1980/05/02","592.00","246.31"
"1980/05/03","592.60","247.95"
"1980/05/06","592.30","249.60"
"1980/05/07","592.00","254.79"
"1980/05/08","591.80","256.36"
"1980/05/09","592.80","253.34"
"1980/05/10","592.70","257.98"
"1980/05/12","592.70","257.98"
"1980/05/13","592.40","261.67"
"1980/05/14","592.30","260.56"
"1980/05/15","593.30","259.48"
"1980/05/16","593.30","259.94"
"1980/05/17","594.30","260.09"
"1980/05/19","594.30","260.09"
"1980/05/20","595.20","259.55"
"1980/05/22","594.80","265.13"
"1980/05/23","594.70","265.76"
"1980/05/24","594.40","269.82"
"1980/05/26","594.40","269.82"
"1980/05/27","594.40","269.82"
"1980/05/28","594.20","270.87"
"1980/05/29","595.20","260.49"
"1980/05/30","596.20","265.16"
"1980/05/31","596.20","267.36"
"1980/06/02","596.20","267.36"
"1980/06/03","596.10","266.66"
"1980/06/04","596.10","269.09"
"1980/06/05","596.20","268.11"
"1980/06/07","595.90","271.92"
"1980/06/09","595.90","271.92"
"1980/06/10","595.60","275.40"
"1980/06/11","596.00","274.53"
"1980/06/12","597.00","274.11"
"1980/06/13","597.70","276.17"
"1980/06/14","597.40","276.84"
"1980/06/16","597.40","276.84"
"1980/06/17","599.30","276.91"
"1980/06/18","599.50","278.00"
"1980/06/19","599.50","277.39"
"1980/06/20","600.60","277.39"
"1980/06/21","601.30","276.53"
"1980/06/23","601.30","276.53"
"1980/06/24","601.20","277.86"
"1980/06/25","602.00","278.10"
"1980/06/26","603.40","276.89"
"1980/06/27","603.10","278.19"
"1980/06/28","603.00","277.76"
"1980/06/30","603.00","277.76"
"1980/07/01","603.60","274.40"
"1980/07/02","603.80","274.99"
"1980/07/03","603.30","275.99"
"1980/07/04","603.20","275.91"
"1980/07/05","603.30","275.96"
"1980/07/07","603.30","275.96"
"1980/07/08","602.60","276.08"
"1980/07/09","602.30","274.93"
"1980/07/10","602.20","276.15"
"1980/07/11","601.70","277.83"
"1980/07/12","602.40","275.89"
"1980/07/14","602.40","275.89"
"1980/07/15","602.60","275.92"
"1980/07/16","604.00","275.02"
"1980/07/18","603.90","275.95"
"1980/07/19","605.90","274.95"
"1980/07/21","605.90","274.95"
"1980/07/22","605.90","275.41"
"1980/07/23","606.80","274.02"
"1980/07/24","608.80","271.34"
"1980/07/25","608.70","272.50"
"1980/07/26","609.00","270.10"
"1980/07/28","609.00","270.10"
"1980/07/29","611.00","268.40"
"1980/07/30","612.10","269.71"
"1980/07/31","612.70","270.57"
"1980/08/01","614.70","269.97"
"1980/08/02","614.90","270.62"
"1980/08/04","614.90","270.62"
"1980/08/05","614.00","271.93"
"1980/08/06","613.60","271.78"
"1980/08/07","613.10","272.37"
"1980/08/08","614.00","272.02"
"1980/08/09","615.40","271.58"
"1980/08/11","615.40","271.58"
"1980/08/12","615.30","272.26"
"1980/08/13","614.30","275.97"
"1980/08/14","614.30","274.34"
"1980/08/16","616.30","272.64"
"1980/08/18","616.30","272.64"
"1980/08/19","618.10","273.05"
"1980/08/20","617.70","275.33"
"1980/08/21","617.50","275.18"
"1980/08/22","618.40","274.64"
"1980/08/23","618.00","277.07"
"1980/08/25","618.00","277.07"
"1980/08/26","617.90","276.90"
"1980/08/27","616.90","281.34"
"1980/08/28","616.40","281.24"
"1980/08/29","615.70","282.24"
"1980/08/30","616.30","281.81"
"1980/09/02","616.00","281.67"
"1980/09/03","615.40","284.58"
"1980/09/04","616.20","283.97"
"1980/09/05","616.30","283.33"
"1980/09/06","617.60","282.76"
"1980/09/08","617.60","282.76"
"1980/09/09","617.40","284.72"
"1980/09/10","617.00","285.13"
"1980/09/11","618.10","285.50"
"1980/09/12","617.50","288.69"
"1980/09/15","617.20","289.63"
"1980/09/16","617.50","290.29"
"1980/09/17","617.20","292.17"
"1980/09/18","617.20","291.45"
"1980/09/19","619.30","290.82"
"1980/09/20","619.10","293.63"
"1980/09/22","619.10","293.63"
"1980/09/24","622.10","286.39"
"1980/09/25","621.50","287.97"
"1980/09/26","622.60","289.28"
"1980/09/27","622.30","293.75"
"1980/09/29","622.30","293.75"
"1980/09/30","625.00","293.74"
"1980/10/02","623.00","299.38"
"1980/10/06","624.10","301.36"
"1980/10/07","625.20","300.65"
"1980/10/08","627.70","300.77"
"1980/10/10","629.30","301.76"
"1980/10/11","630.80","301.90"
"1980/10/13","630.80","301.90"
"1980/10/14","631.40","302.18"
"1980/10/15","632.70","305.95"
"1980/10/16","635.60","306.54"
"1980/10/17","638.10","304.77"
"1980/10/18","639.90","307.65"
"1980/10/20","639.90","307.65"
"1980/10/21","642.50","307.86"
"1980/10/23","642.50","307.20"
"1980/10/24","645.50","306.04"
"1980/10/25","648.50","303.97"
"1980/10/27","648.50","303.97"
"1980/10/28","651.50","303.95"
"1980/10/29","652.00","306.11"
"1980/10/30","651.00","311.34"
"1980/10/31","651.60","309.26"
"1980/11/01","654.60","309.91"
"1980/11/03","654.60","309.91"
"1980/11/04","654.40","310.59"
"1980/11/05","654.10","310.45"
"1980/11/06","654.80","311.11"
"1980/11/07","655.40","307.63"
"1980/11/08","656.00","307.91"
"1980/11/10","656.00","307.91"
"1980/11/11","655.70","313.89"
"1980/11/12","656.30","314.17"
"1980/11/13","656.00","307.88"
"1980/11/14","655.70","308.32"
"1980/11/15","656.30","308.13"
"1980/11/17","656.30","308.13"
"1980/11/18","657.00","307.52"
"1980/11/19","656.70","308.17"
"1980/11/20","656.40","308.97"
"1980/11/21","657.00","307.16"
"1980/11/22","657.60","307.73"
"1980/11/24","657.60","307.73"
"1980/11/25","657.30","308.09"
"1980/11/26","657.90","306.93"
"1980/11/27","658.50","304.55"
"1980/11/28","658.20","304.41"
"1980/11/29","658.80","304.44"
"1980/12/01","658.80","304.44"
"1980/12/02","659.50","302.88"
"1980/12/03","659.20","304.84"
"1980/12/04","658.90","308.48"
"1980/12/06","659.20","311.68"
"1980/12/08","659.20","311.68"
"1980/12/09","658.90","316.67"
"1980/12/10","659.50","317.38"
"1980/12/11","660.20","314.27"
"1980/12/12","660.90","313.82"
"1980/12/13","660.60","313.83"
"1980/12/15","660.60","313.83"
"1980/12/16","660.30","315.94"
"1980/12/17","661.00","317.03"
"1980/12/18","660.70","316.55"
"1980/12/20","660.40","317.70"
"1980/12/22","660.40","317.70"
"1980/12/23","660.10","317.90"
"1980/12/24","659.80","317.98"
"1980/12/26","659.80","317.98"
"1980/12/27","660.40","317.05"
"1980/12/29","660.40","317.05"
"1980/12/30","660.20","319.79"
"1980/12/31","659.90","325.28"
"1981/01/05","659.80","326.23"
"1981/01/06","659.50","331.25"
"1981/01/07","659.20","329.93"
"1981/01/08","659.80","328.55"
"1981/01/09","660.50","326.74"
"1981/01/10","661.10","326.15"
"1981/01/12","661.10","326.15"
"1981/01/13","661.70","324.49"
"1981/01/14","662.30","326.10"
"1981/01/15","662.00","326.27"
"1981/01/16","662.20","327.18"
"1981/01/17","662.80","326.11"
"1981/01/19","662.80","326.11"
"1981/01/20","662.50","327.61"
"1981/01/21","662.20","327.46"
"1981/01/22","661.90","331.20"
"1981/01/23","662.60","329.66"
"1981/01/24","663.30","327.24"
"1981/01/26","663.30","327.24"
"1981/01/27","664.00","325.81"
"1981/01/28","663.70","328.08"
"1981/01/29","664.40","324.50"
"1981/01/30","664.90","325.30"
"1981/01/31","665.70","322.69"
"1981/02/02","665.70","322.69"
"1981/02/03","665.40","327.63"
"1981/02/04","666.10","327.09"
"1981/02/05","665.80","327.30"
"1981/02/06","665.70","326.13"
"1981/02/07","666.30","327.38"
"1981/02/09","666.30","327.38"
"1981/02/10","666.40","326.95"
"1981/02/12","667.00","326.69"
"1981/02/13","667.70","327.03"
"1981/02/14","668.50","322.06"
"1981/02/16","668.50","322.06"
"1981/02/17","669.30","321.71"
"1981/02/18","669.00","324.84"
"1981/02/19","668.70","323.28"
"1981/02/20","668.40","324.79"
"1981/02/21","668.10","324.33"
"1981/02/23","668.10","324.33"
"1981/02/24","668.90","320.97"
"1981/02/25","668.60","323.63"
"1981/02/26","669.20","322.55"
"1981/02/27","669.80","321.68"
"1981/02/28","670.50","320.13"
"1981/03/02","670.50","320.13"
"1981/03/04","671.10","322.30"
"1981/03/05","670.80","321.85"
"1981/03/06","671.40","320.64"
"1981/03/07","672.00","321.50"
"1981/03/09","672.00","321.50"
"1981/03/11","671.70","322.63"
"1981/03/12","671.40","323.65"
"1981/03/13","671.30","323.99"
"1981/03/14","671.50","323.62"
"1981/03/16","671.50","323.62"
"1981/03/17","671.20","322.23"
"1981/03/18","670.90","323.80"
"1981/03/19","670.60","323.50"
"1981/03/20","671.30","321.51"
"1981/03/21","671.00","322.45"
"1981/03/23","671.00","322.45"
"1981/03/24","671.60","322.42"
"1981/03/26","671.70","322.01"
"1981/03/27","672.40","318.41"
"1981/03/28","673.10","318.48"
"1981/03/30","673.10","318.48"
"1981/03/31","672.80","319.85"
"1981/04/01","672.80","318.34"
"1981/04/02","673.40","316.38"
"1981/04/03","674.00","315.22"
"1981/04/04","674.60","316.87"
"1981/04/06","674.60","316.87"
"1981/04/07","675.40","314.69"
"1981/04/08","675.10","316.73"
"1981/04/09","674.80","315.70"
"1981/04/10","675.40","315.69"
"1981/04/11","676.00","314.13"
"1981/04/13","676.00","314.13"
"1981/04/14","676.70","313.62"
"1981/04/15","676.40","314.10"
"1981/04/16","677.00","312.09"
"1981/04/17","677.60","311.98"
"1981/04/18","678.10","311.78"
"1981/04/20","678.10","311.78"
"1981/04/21","678.10","311.27"
"1981/04/22","678.20","310.78"
"1981/04/23","677.90","312.11"
"1981/04/24","677.60","310.62"
"1981/04/25","677.90","315.97"
"1981/04/27","677.90","315.97"
"1981/04/28","677.60","318.80"
"1981/04/29","678.30","316.82"
"1981/04/30","678.90","316.51"
"1981/05/01","679.60","313.87"
"1981/05/02","679.30","314.64"
"1981/05/04","679.30","314.64"
"1981/05/06","680.10","312.19"
"1981/05/07","679.80","314.07"
"1981/05/08","680.40","311.01"
"1981/05/09","680.10","312.95"
"1981/05/12","680.80","312.01"
"1981/05/13","681.50","310.55"
"1981/05/14","682.10","309.07"
"1981/05/15","682.80","307.92"
"1981/05/16","682.90","306.17"
"1981/05/18","682.90","306.17"
"1981/05/19","682.60","308.70"
"1981/05/20","683.10","308.09"
"1981/05/21","682.80","310.51"
"1981/05/22","683.50","307.68"
"1981/05/23","683.80","307.43"
"1981/05/25","683.80","307.43"
"1981/05/26","683.80","307.43"
"1981/05/27","684.10","305.07"
"1981/05/28","684.40","304.93"
"1981/05/29","684.10","305.61"
"1981/05/30","683.80","305.96"
"1981/06/01","683.80","305.96"
"1981/06/02","683.70","305.95"
"1981/06/03","684.00","306.70"
"1981/06/04","684.30","304.88"
"1981/06/05","684.60","302.26"
"1981/06/08","684.90","300.53"
"1981/06/09","684.60","300.07"
"1981/06/10","684.30","301.46"
"1981/06/11","684.00","302.56"
"1981/06/12","684.30","304.51"
"1981/06/13","684.00","306.87"
"1981/06/15","684.00","306.87"
"1981/06/16","683.70","310.25"
"1981/06/17","683.40","310.46"
"1981/06/18","683.70","308.95"
"1981/06/19","684.00","306.90"
"1981/06/20","684.30","307.59"
"1981/06/22","684.30","307.59"
"1981/06/23","684.00","307.97"
"1981/06/24","684.10","306.47"
"1981/06/25","684.40","306.64"
"1981/06/26","684.70","303.17"
"1981/06/27","684.80","305.72"
"1981/06/29","684.80","305.72"
"1981/06/30","685.10","303.15"
"1981/07/01","685.40","300.55"
"1981/07/02","685.70","301.38"
"1981/07/03","686.00","302.37"
"1981/07/04","686.30","300.89"
"1981/07/06","686.30","300.39"
"1981/07/07","686.60","298.85"
"1981/07/08","686.30","299.63"
"1981/07/09","686.60","299.37"
"1981/07/10","686.30","300.39"
"1981/07/11","686.00","300.42"
"1981/07/13","686.00","300.42"
"1981/07/14","685.70","299.18"
"1981/07/15","686.00","297.75"
"1981/07/16","685.70","297.04"
"1981/07/18","686.00","295.89"
"1981/07/20","686.00","295.89"
"1981/07/21","686.30","293.86"
"1981/07/22","686.60","293.02"
"1981/07/23","686.30","292.11"
"1981/07/24","686.00","291.98"
"1981/07/25","685.70","292.76"
"1981/07/27","685.70","292.76"
"1981/07/28","686.00","290.25"
"1981/07/29","686.30","288.46"
"1981/07/30","686.60","288.49"
"1981/07/31","686.90","287.47"
"1981/08/01","687.20","285.80"
"1981/08/03","687.20","285.80"
"1981/08/04","687.50","279.82"
"1981/08/05","687.80","280.05"
"1981/08/06","687.50","286.34"
"1981/08/07","687.20","288.20"
"1981/08/08","686.90","293.08"
"1981/08/10","686.90","293.08"
"1981/08/11","687.20","291.07"
"1981/08/12","686.90","291.81"
"1981/08/13","686.60","298.04"
"1981/08/14","686.40","295.29"
"1981/08/17","686.70","293.87"
"1981/08/18","686.40","300.53"
"1981/08/19","686.10","300.07"
"1981/08/20","686.40","298.76"
"1981/08/21","686.10","299.32"
"1981/08/22","685.80","301.72"
"1981/08/24","685.80","301.72"
"1981/08/25","686.10","299.81"
"1981/08/26","686.40","298.37"
"1981/08/27","686.10","298.47"
"1981/08/28","685.80","297.40"
"1981/08/29","685.50","300.20"
"1981/08/31","685.50","300.20"
"1981/09/01","685.80","295.86"
"1981/09/02","685.50","298.05"
"1981/09/03","685.20","298.83"
"1981/09/04","684.90","298.14"
"1981/09/05","684.90","298.53"
"1981/09/07","684.90","298.53"
"1981/09/08","685.20","298.66"
"1981/09/09","685.50","294.31"
"1981/09/10","685.80","294.02"
"1981/09/11","685.50","296.12"
"1981/09/14","685.20","296.40"
"1981/09/15","684.90","302.12"
"1981/09/16","684.60","303.13"
"1981/09/17","684.30","300.66"
"1981/09/18","684.00","302.59"
"1981/09/19","684.30","302.59"
"1981/09/21","684.30","302.59"
"1981/09/22","684.00","304.28"
"1981/09/23","684.30","301.13"
"1981/09/24","684.60","300.07"
"1981/09/25","684.90","300.47"
"1981/09/26","685.30","297.80"
"1981/09/28","685.30","297.80"
"1981/09/29","685.70","297.88"
"1981/09/30","685.50","294.31"
"1981/10/02","685.90","294.07"
"1981/10/05","685.70","298.14"
"1981/10/06","685.50","299.81"
"1981/10/07","685.30","297.99"
"1981/10/08","685.10","299.50"
"1981/10/10","684.90","302.32"
"1981/10/12","684.90","302.32"
"1981/10/13","685.20","301.72"
"1981/10/14","685.60","299.92"
"1981/10/15","686.00","300.36"
"1981/10/16","686.40","297.02"
"1981/10/17","686.80","297.00"
"1981/10/19","686.80","297.00"
"1981/10/20","687.20","295.45"
"1981/10/21","687.00","295.55"
"1981/10/22","687.40","293.86"
"1981/10/23","687.60","294.42"
"1981/10/24","687.60","295.97"
"1981/10/26","687.60","295.97"
"1981/10/27","688.00","291.22"
"1981/10/28","687.80","293.15"
"1981/10/29","687.60","292.82"
"1981/10/30","687.40","293.36"
"1981/10/31","687.20","295.42"
"1981/11/02","687.20","295.42"
"1981/11/03","687.00","299.61"
"1981/11/04","687.00","299.87"
"1981/11/05","686.80","302.23"
"1981/11/06","687.40","300.54"
"1981/11/07","687.90","300.63"
"1981/11/09","687.90","300.63"
"1981/11/10","687.70","302.19"
"1981/11/11","688.30","300.05"
"1981/11/12","688.10","302.33"
"1981/11/13","687.90","302.84"
"1981/11/14","687.70","303.32"
"1981/11/16","687.70","303.32"
"1981/11/17","688.30","303.99"
"1981/11/18","688.10","307.54"
"1981/11/19","687.90","308.51"
"1981/11/20","687.70","311.08"
"1981/11/21","688.10","316.08"
"1981/11/23","688.10","316.08"
"1981/11/24","688.70","316.83"
"1981/11/25","688.60","320.43"
"1981/11/26","689.20","318.56"
"1981/11/27","689.80","319.50"
"1981/11/28","689.90","320.44"
"1981/11/30","689.90","320.44"
"1981/12/01","689.80","323.10"
"1981/12/02","690.40","319.38"
"1981/12/03","691.00","321.70"
"1981/12/04","691.60","319.34"
"1981/12/05","692.20","319.06"
"1981/12/07","692.20","319.06"
"1981/12/08","692.80","319.49"
"1981/12/09","693.40","318.01"
"1981/12/10","694.00","316.90"
"1981/12/11","694.60","318.26"
"1981/12/12","695.20","316.87"
"1981/12/14","695.20","316.87"
"1981/12/15","695.80","315.74"
"1981/12/16","695.70","320.60"
"1981/12/17","696.30","320.55"
"1981/12/18","696.90","318.15"
"1981/12/19","697.50","317.77"
"1981/12/21","697.50","317.77"
"1981/12/22","698.10","317.54"
"1981/12/23","698.20","318.09"
"1981/12/24","698.80","316.42"
"1981/12/26","699.40","314.52"
"1981/12/28","699.40","314.52"
"1981/12/29","700.00","314.26"
"1981/12/30","700.60","315.80"
"1981/12/31","700.50","318.96"
"1982/01/04","701.10","319.41"
"1982/01/05","701.00","320.87"
"1982/01/06","701.60","320.08"
"1982/01/07","702.20","318.79"
"1982/01/08","702.80","316.87"
"1982/01/09","703.40","317.93"
"1982/01/11","703.40","317.93"
"1982/01/12","704.10","315.18"
"1982/01/13","704.80","316.34"
"1982/01/14","705.40","314.11"
"1982/01/15","706.10","314.46"
"1982/01/16","706.00","314.52"
"1982/01/18","706.00","314.52"
"1982/01/19","706.70","313.75"
"1982/01/20","706.60","313.60"
"1982/01/21","707.00","314.02"
"1982/01/22","707.40","312.67"
"1982/01/23","707.80","311.61"
"1982/01/25","707.80","311.61"
"1982/01/26","708.20","309.26"
"1982/01/27","708.10","310.44"
"1982/01/28","708.00","307.96"
"1982/01/29","708.40","306.77"
"1982/01/30","708.30","310.59"
"1982/02/01","708.30","310.59"
"1982/02/02","708.70","304.36"
"1982/02/03","709.10","302.78"
"1982/02/04","709.00","302.80"
"1982/02/05","708.90","303.67"
"1982/02/06","708.80","302.78"
"1982/02/08","708.80","302.78"
"1982/02/09","709.20","301.12"
"1982/02/10","709.60","301.03"
"1982/02/11","709.50","301.31"
"1982/02/12","709.70","300.69"
"1982/02/13","710.10","298.12"
"1982/02/15","710.10","298.12"
"1982/02/16","710.50","295.03"
"1982/02/17","710.40","296.41"
"1982/02/18","710.30","296.55"
"1982/02/19","710.20","302.35"
"1982/02/20","710.10","307.87"
"1982/02/22","710.10","307.87"
"1982/02/23","710.00","306.80"
"1982/02/24","710.70","302.98"
"1982/02/25","710.60","303.91"
"1982/02/26","711.30","300.80"
"1982/02/27","712.00","298.47"
"1982/03/02","712.30","299.01"
"1982/03/03","712.20","301.18"
"1982/03/04","712.10","300.50"
"1982/03/05","712.00","303.08"
"1982/03/06","711.90","303.01"
"1982/03/08","711.90","303.01"
"1982/03/09","712.30","302.21"
"1982/03/11","713.00","300.69"
"1982/03/12","713.70","297.60"
"1982/03/13","714.40","297.67"
"1982/03/15","714.40","297.67"
"1982/03/16","714.30","298.31"
"1982/03/17","715.00","295.80"
"1982/03/18","714.90","295.57"
"1982/03/19","715.40","295.41"
"1982/03/20","716.10","293.28"
"1982/03/22","716.10","293.28"
"1982/03/23","716.80","291.48"
"1982/03/24","716.70","293.58"
"1982/03/25","716.60","294.15"
"1982/03/26","717.30","292.69"
"1982/03/27","718.00","290.05"
"1982/03/29","718.00","290.05"
"1982/03/30","718.40","291.59"
"1982/03/31","718.30","291.02"
"1982/04/01","719.00","290.54"
"1982/04/02","718.90","292.45"
"1982/04/03","718.80","291.67"
"1982/04/06","719.80","289.60"
"1982/04/07","720.20","290.50"
"1982/04/08","720.10","293.35"
"1982/04/09","721.10","290.42"
"1982/04/10","721.00","290.85"
"1982/04/12","721.00","290.85"
"1982/04/13","720.90","291.16"
"1982/04/14","720.80","291.50"
"1982/04/15","720.70","291.55"
"1982/04/16","721.70","290.72"
"1982/04/17","721.60","291.80"
"1982/04/19","721.60","291.80"
"1982/04/20","721.50","295.01"
"1982/04/21","721.40","296.82"
"1982/04/22","721.30","297.48"
"1982/04/23","721.80","296.89"
"1982/04/24","721.70","300.90"
"1982/04/26","721.70","300.90"
"1982/04/27","721.60","302.88"
"1982/04/28","721.50","303.76"
"1982/04/29","721.40","303.66"
"1982/04/30","721.30","306.68"
"1982/05/03","721.20","305.47"
"1982/05/04","721.10","304.68"
"1982/05/06","721.00","308.12"
"1982/05/07","720.90","311.21"
"1982/05/08","720.80","310.23"
"1982/05/10","720.80","310.23"
"1982/05/11","721.80","307.64"
"1982/05/12","721.70","311.15"
"1982/05/13","722.30","308.35"
"1982/05/14","723.80","306.18"
"1982/05/15","724.40","308.98"
"1982/05/17","724.40","308.98"
"1982/05/18","725.20","304.58"
"1982/05/19","726.70","306.31"
"1982/05/20","728.00","304.10"
"1982/05/21","727.90","307.10"
"1982/05/22","727.80","305.74"
"1982/05/24","727.80","305.74"
"1982/05/25","727.80","304.56"
"1982/05/26","728.80","303.86"
"1982/05/27","730.10","303.45"
"1982/05/28","731.60","301.73"
"1982/05/29","733.10","301.26"
"1982/05/31","733.10","301.26"
"1982/06/01","733.10","301.26"
"1982/06/02","734.60","300.67"
"1982/06/03","735.60","301.70"
"1982/06/04","735.50","302.46"
"1982/06/05","735.40","301.86"
"1982/06/07","735.40","301.86"
"1982/06/08","736.90","300.72"
"1982/06/09","737.40","297.67"
"1982/06/10","737.90","297.58"
"1982/06/11","738.40","296.16"
"1982/06/12","737.90","298.51"
"1982/06/14","737.90","298.51"
"1982/06/15","738.40","294.92"
"1982/06/16","738.90","293.60"
"1982/06/17","739.40","291.88"
"1982/06/18","739.90","289.68"
"1982/06/19","740.40","289.68"
"1982/06/21","740.40","289.68"
"1982/06/22","740.90","288.71"
"1982/06/23","740.50","288.70"
"1982/06/24","740.40","291.96"
"1982/06/25","740.30","289.10"
"1982/06/26","740.80","288.31"
"1982/06/28","740.80","288.31"
"1982/06/29","741.30","286.91"
"1982/06/30","740.80","291.09"
"1982/07/01","740.90","288.80"
"1982/07/02","740.60","290.52"
"1982/07/03","741.10","289.10"
"1982/07/05","741.10","289.10"
"1982/07/06","741.00","288.67"
"1982/07/07","741.50","287.05"
"1982/07/08","742.00","287.07"
"1982/07/09","741.60","289.81"
"1982/07/10","741.30","291.28"
"1982/07/12","741.30","291.28"
"1982/07/13","741.00","290.08"
"1982/07/14","741.30","288.53"
"1982/07/15","741.40","289.61"
"1982/07/16","741.50","289.37"
"1982/07/19","741.30","293.41"
"1982/07/20","741.00","290.02"
"1982/07/21","740.90","291.81"
"1982/07/22","740.60","292.91"
"1982/07/23","740.40","294.49"
"1982/07/24","740.10","297.29"
"1982/07/26","740.10","297.29"
"1982/07/27","740.40","293.81"
"1982/07/28","740.70","293.24"
"1982/07/29","741.00","288.73"
"1982/07/30","741.20","288.24"
"1982/07/31","741.30","290.14"
"1982/08/02","741.30","290.14"
"1982/08/03","741.00","289.60"
"1982/08/04","741.20","287.21"
"1982/08/05","741.50","285.88"
"1982/08/06","741.60","285.21"
"1982/08/07","741.90","284.15"
"1982/08/09","741.90","284.15"
"1982/08/10","742.20","283.96"
"1982/08/11","742.10","281.82"
"1982/08/12","742.40","281.88"
"1982/08/13","742.20","283.10"
"1982/08/14","742.00","282.67"
"1982/08/16","742.00","282.67"
"1982/08/17","742.30","281.07"
"1982/08/18","742.20","282.02"
"1982/08/19","741.90","284.42"
"1982/08/20","741.60","289.24"
"1982/08/21","741.30","291.63"
"1982/08/23","741.30","291.63"
"1982/08/24","741.40","291.78"
"1982/08/25","741.10","294.09"
"1982/08/26","741.00","293.47"
"1982/08/27","741.30","291.00"
"1982/08/28","741.60","287.34"
"1982/08/30","741.60","287.34"
"1982/08/31","741.90","284.18"
"1982/09/01","741.70","285.27"
"1982/09/02","741.60","286.86"
"1982/09/03","741.30","290.03"
"1982/09/04","741.40","287.59"
"1982/09/06","741.40","287.59"
"1982/09/07","741.50","287.16"
"1982/09/08","741.70","287.54"
"1982/09/09","742.00","286.71"
"1982/09/10","742.10","285.70"
"1982/09/11","742.40","282.39"
"1982/09/13","742.40","282.39"
"1982/09/14","742.60","281.83"
"1982/09/15","742.50","281.79"
"1982/09/16","742.40","281.11"
"1982/09/17","742.30","282.87"
"1982/09/18","742.40","282.45"
"1982/09/20","742.40","282.45"
"1982/09/21","742.30","280.83"
"1982/09/22","742.40","280.37"
"1982/09/23","742.10","282.17"
"1982/09/24","742.40","279.76"
"1982/09/25","742.60","279.07"
"1982/09/27","742.60","279.07"
"1982/09/28","742.90","276.12"
"1982/09/29","743.00","276.73"
"1982/09/30","742.90","275.95"
"1982/10/04","742.80","275.27"
"1982/10/05","743.10","271.31"
"1982/10/06","743.20","271.67"
"1982/10/07","743.30","269.81"
"1982/10/08","743.00","278.07"
"1982/10/11","742.70","278.95"
"1982/10/12","742.60","281.51"
